"Insulin metabolism and the risk of Alzheimer disease: the Rotterdam Study. OBJECTIVE: Diabetes mellitus has been associated with an increased risk of Alzheimer disease (AD), but how it exerts its effect remains controversial. Possible pathophysiologic mechanisms are glucose toxicity and a direct effect of insulin on amyloid metabolism. Most studies had short follow-up, and longer-term effects of diabetes on AD risk are unknown. We investigated whether fasting glucose and insulin levels and insulin resistance are associated with the risk of AD and whether this risk is constant over time. METHODS: The study was based on 3,139 participants of the Rotterdam Study, a population-based cohort study. All subjects were free from dementia, did not have a history of diabetes, and had fasting levels of glucose and insulin measured at baseline. Insulin resistance was estimated with the homeostasis model assessment. We investigated how fasting glucose, insulin, and insulin resistance are related to the risk of AD in 3 different strata according to time-to-event, using Cox proportional hazards models. RESULTS: During follow-up, 211 participants developed AD, 71 of them within 3 years of baseline. Levels of insulin and insulin resistance were associated with a higher risk of AD within 3 years of baseline. After 3 years, the risk was no longer increased. Glucose was not associated with a higher risk of AD. There was no interaction of APOE epsilon4 carriership and insulin metabolism on the risk of AD. CONCLUSIONS: Our findings suggest that insulin metabolism influences the clinical manifestation of AD only within 3 years.",nocancer
"The efficacy of chemical adjuvants on giant-cell tumour of bone. An in vitro study. Various chemicals are commonly used as adjuvant treatment to surgery for giant-cell tumour (GCT) of bone. The comparative effect of these solutions on the cells of GCT is not known. In this study we evaluated the cytotoxic effect of sterile water, 95% ethanol, 5% phenol, 3% hydrogen peroxide (H(2)O(2)) and 50% zinc chloride (ZnCI(2)) on GCT monolayer tumour cultures which were established from six patients. The DNA content, the metabolic activity and the viability of the cultured samples of tumour cells were assessed at various times up to 120 hours after their exposure to these solutions. Equal cytotoxicity to the GCT monolayer culture was observed for 95% ethanol, 5% phenol, 3% H(2)O(2) and 50% ZnCI(2). The treated samples showed significant reductions in DNA content and metabolic activity 24 hours after treatment and this was sustained for up to 120 hours. The samples treated with sterile water showed an initial decline in DNA content and viability 24 hours after treatment, but the surviving cells were viable and had proliferated. No multinucleated cell formation was seen in these cultures. These results suggest that the use of chemical adjuvants other than water could help improve local control in the treatment of GCT of bone.",cancer
"Crystal structures of RNase H2 in complex with nucleic acid reveal the mechanism of RNA-DNA junction recognition and cleavage. Two classes of RNase H hydrolyze RNA of RNA/DNA hybrids. In contrast to RNase H1 that requires four ribonucleotides for cleavage, RNase H2 can nick duplex DNAs containing a single ribonucleotide, suggesting different in vivo substrates. We report here the crystal structures of a type 2 RNase H in complex with substrates containing a (5')RNA-DNA(3') junction. They revealed a unique mechanism of recognition and substrate-assisted cleavage. A conserved tyrosine residue distorts the nucleic acid at the junction, allowing the substrate to function in catalysis by participating in coordination of the active site metal ion. The biochemical and structural properties of RNase H2 explain the preference of the enzyme for junction substrates and establish the structural and mechanistic differences with RNase H1. Junction recognition is important for the removal of RNA embedded in DNA and may play an important role in DNA replication and repair.",nocancer
"Fixation of mandible fractures: a simplified method. INTRODUCTION: Many mandible fractures can be treated effectively with closed methods. The authors describe a simple method, with the use of commercial cable ties, to obtain maxillary-mandibular fixation (MMF). This technique can be effectively employed to treat certain mandible fractures. AIMS AND OBJECTIVES: A simple, safe and cost-effective method for treating mandible fractures by employing commercial cable ties to obtain MMF was developed. A clinical prospective study was conducted to evaluate the feasibility of this technique. METHODS: Twenty consecutive patients were enrolled into this study. MMF was obtained with cable ties. The study group was evaluated according to occlusion, clinical outcome, discomfort level and complications. RESULTS: Ninety percent of patients had normal occlusion after treatment. All fractures were clinically united. Seventy percent described their discomfort level as moderate during placement of the cable ties. The majority of patients experienced minimal discomfort both during MMF (95%), and with the removal of the cable ties (90%). No major complications occurred. Early loosening of MMF occurred in three patients with resultant subjective malocclusion in two of these. CONCLUSIONS: Employing commercial cable ties to obtain MMF for the treatment of certain mandible fractures is safe, simple, effective and cost-effective.",nocancer
"Chronic care and addictions treatment: a feasibility study on the implementation of posttreatment continuing recovery monitoring. In the treatment of drug addiction, as with other chronic conditions, the effects of treatment are significant but not long lasting after discharge unless continuing monitoring is provided. Efforts to help patients sustain positive treatment outcomes are generally directed to community support. Postdischarge checkups can help patients evaluate their behavior and recovery-related issues--similar to a person with diabetes reporting on blood sugar levels and diet and exercise patterns. The challenge for providers is to raise awareness of the importance of continuing recovery monitoring and the responsibility of the treatment program to build a more seamless continuum of care for patients who have completed a primary treatment episode. This article reviews a pilot project of the Department of Alcohol & Drug Services of Santa Clara County, California that tested the feasibility of implementing a continuing recovery monitoring (CRM) service using post-discharge telephone check-ups for volunteer patients (N=32) who completed treatment. The aims of the study were to (a) develop a model for continuing recovery monitoring, (b) gather data on the model's utility including identifying organizational and logistical challenges and, (c) describe several changes needed in the system of care to add CRM. The study showed that the model of continuing recovery monitoring is a feasible way to extend a system's existing continuum of care.",nocancer
"The why of it all. In a rapidly changing world, it serves us to revisit the past in order to connect with the parts of ourselves that chose nursing in the first place. Often it is the subtle, momentary communications that define who we are and remind us of why we do what we do. It is exactly these moments that make up the stories of our professional lives.",nocancer
"SRD5A2 gene mutations--a population-based review. Knowledge of steroid 5 alpha-reductase type 2 (SRD5A2) gene mutations is expanding, and its role has been implicated in various disease susceptibilities concerning reproductive health. Extensive research has revealed the tendency for specific SRD5A2 gene mutations to be passed along certain racial, ethnic and geographically isolated groups, which suggests population specificity of these mutations. The review provides evidence of variation in the mutational spectrum of the SRD5A2 gene leading to population-specific high prevalence of characteristic disease or phenotypic expression.",cancer
"Subclinical thyroid dysfunction and incident hip fracture in older adults. BACKGROUND: Subclinical thyroid dysfunction is common in older adults and affects bone metabolism, but its effects on fracture risk have not been reported. We sought to determine prospectively whether older men and women with subclinical hyperthyroidism or hypothyroidism have an increased risk of hip fracture. METHODS: Prospective cohort of 3567 US community-dwelling adults, 65 years or older, with biochemically defined subclinical thyroid dysfunction or euthyroidism was enrolled from June 10, 1989, through May 30, 1990, and followed up through 2004. Main outcome measures included incidence and hazard ratios (HRs), with 95% confidence intervals (CIs), of confirmed incident hip fractures for groups with subclinical hypothyroidism, subclinical hyperthyroidism, and euthyroidism as defined at baseline. RESULTS: During 39 952 person-years (median follow-up, 13 years), hip fracture incidence (per 1000 men-years) was 13.65 in men with subclinical hyperthyroidism (n = 29) and 10.27 in men with subclinical hypothyroidism (n = 184), both greater than 5.0 in men with euthyroidism (n = 1159). Men with subclinical hypothyroidism had a multivariable-adjusted HR of 2.31 (95% CI, 1.25-4.27); those with subclinical hyperthyroidism, 3.27 (0.99-11.30). After excluding those with baseline use of thyroid-altering medications, men with endogenous subclinical hyperthyroidism had a higher HR of 4.91 (95% CI, 1.13-21.27), as did men with endogenous subclinical hypothyroidism (2.45, 1.27-4.73). Hip fracture incidence (per 1000 women-years) was 8.93 in women with subclinical hypothyroidism (n = 359) and 10.90 in women with subclinical hyperthyroidism (n = 142) compared with 10.18 in women with euthyroidism (n = 1694). No clear association between subclinical dysfunction and fracture was observed in women. CONCLUSIONS: Older men with subclinical hyperthyroidism or hypothyroidism are at increased risk for hip fracture. Whether treatment of the subclinical syndrome reduces this risk is unknown.",nocancer
"Primary prostatic Wilms' tumor: a case report. BACKGROUND: Extrarenal Wilms' tumors (EWTs) are very rare, and a single case of prostatic EWT has been reported in the English-language literature. CASE: A 46-year-old man presenting with lower urinary tract symptoms was diagnosed with a prostatic tumor histologically proven to be a EWT. CONCLUSION: During the evaluation of a patient with a prostatic tumor, more common prostatic neoplasms such as adenocarcinoma, transitional cell carcinoma and carcinosarcoma must first be considered. However, the presence of a primary prostatic Wilms' tumor must also be taken into consideration.",cancer
"Active surveillance compared with initial treatment for men with low-risk prostate cancer: a decision analysis. CONTEXT: In the United States, 192,000 men were diagnosed as having prostate cancer in 2009, the majority with low-risk, clinically localized disease. Treatment of these cancers is associated with substantial morbidity. Active surveillance is an alternative to initial treatment, but long-term outcomes and effect on quality of life have not been well characterized. OBJECTIVE: To examine the quality-of-life benefits and risks of active surveillance compared with initial treatment for men with low-risk, clinically localized prostate cancer. DESIGN AND SETTING: Decision analysis using a simulation model was performed: men were treated at diagnosis with brachytherapy, intensity-modulated radiation therapy (IMRT), or radical prostatectomy or followed up by active surveillance (a strategy of close monitoring of newly diagnosed patients with serial prostate-specific antigen measurements, digital rectal examinations, and biopsies, with treatment at disease progression or patient choice). Probabilities and utilities were derived from previous studies and literature review. In the base case, the relative risk of prostate cancer-specific death for initial treatment vs active surveillance was assumed to be 0.83. Men incurred short- and long-term adverse effects of treatment. PATIENTS: Hypothetical cohorts of 65-year-old men newly diagnosed as having clinically localized, low-risk prostate cancer (prostate-specific antigen level <10 ng/mL, stage </=T2a disease, and Gleason score </=6). MAIN OUTCOME MEASURE: Quality-adjusted life expectancy (QALE). RESULTS: Active surveillance was associated with the greatest QALE (11.07 quality-adjusted life-years [QALYs]), followed by brachytherapy (10.57 QALYs), IMRT (10.51 QALYs), and radical prostatectomy (10.23 QALYs). Active surveillance remained associated with the highest QALE even if the relative risk of prostate cancer-specific death for initial treatment vs active surveillance was as low as 0.6. However, the QALE gains and the optimal strategy were highly dependent on individual preferences for living under active surveillance and for having been treated. CONCLUSIONS: Under a wide range of assumptions, for a 65-year-old man, active surveillance is a reasonable approach to low-risk prostate cancer based on QALE compared with initial treatment. However, individual preferences play a central role in the decision whether to treat or to pursue active surveillance.",cancer
"A survey of senior dental students' experiences with young dental patients in Pennsylvania. The purpose of this study was to determine graduating dental students' perceptions about their training and experience in examination and treatment of infants and their plans to examine infants upon graduation. A survey was distributed to dental students graduating from Pennsylvania dental schools in 2007 and 2008. Of the returned surveys, 47.9 percent correctly identified 12 months as the recommended age for the first dental exam. Sixty-five percent of responders felt they would be comfortable performing exams on young children. This study's primary objective was to test the association between performance of a clinical exam in a young child, enjoyment of clinical and didactic pediatric dental experience, plans for additional training in pediatric dentistry and willingness to see children younger than two years old in practice. Performing a clinical exam on a young child was associated to willingness to see children younger than two years of age in practice. Early exposure (lecture or clinical) to young pediatric patients while in dental school was significantly associated to perceived comfort with oral exam of young patients but not to reported willingness to see them in practice.",nocancer
"Bacillus Calmette-Guerin and BCG cell wall skeleton suppressed viability of bladder cancer cells in vitro. AIM: Bacillus Calmette-Guerin (BCG) is one of therapeutic options for urothelial carcinoma (UC). The objectives of this study were to determine the direct effect of viable or heat-killed BCG and BCG cell wall skeleton (BCG-CWS) on UC cells in vitro. MATERIALS AND METHODS: UC cell lines were co-cultured with viable or heat-killed BCG Immunobladder(R) (Tokyo 172 strain) and BCG-CWS. Viability of the cells, apoptosis and BrdU incorporation were estimated. RESULTS: BCG induced cell growth retardation in highly malignant UC bearing integrin alpha5beta1 (VLA5). VLA5-blocking antibody partially abrogated this effect. BCG treatment induced a modest increase in the sub-G(1) fraction of cells and a decrease of BrdU incorporation. Cell growth retardation effect of viable BCG was reproduced by both heat-killed BCG and BCG-CWS. CONCLUSION: The results indicate that VLA5 may be a biomarker of UC with sensitivity to BCG. Moreover, BCG-CWS is a promising substance which might replace BCG, preventing life-threatening complications of viable BCG treatment.",cancer
"Patient-centered discussions about prostate cancer screening: a real-world approach. National guidelines recommend that primary care providers discuss the risks and benefits of prostate cancer screening with their patients but give little guidance on how to fit such a complex discussion into a busy clinic encounter. The authors propose a process-oriented approach (Ask-Tell-Ask) that promotes tailored conversations and value-based recommendations. The Ask-Tell-Ask approach includes diagnosing a patient's informational needs, providing targeted education based on those needs, and making a shared decision about testing. This time-efficient model emphasizes the provider's role as an interactive guide rather than a one-way supplier of information. Although there is no way to make these discussions simple, this streamlined strategy can help patients and providers efficiently negotiate the complex and important decision of screening for prostate cancer.",cancer
"Laparoscopic vs open hepatic resection for benign and malignant tumors: An updated meta-analysis. OBJECTIVE: To compare laparoscopic hepatic resection (LHR) with open hepatic resection (OHR) for benign and malignant tumors. DATA SOURCES: MEDLINE, CENTRAL, and EMBASE databases were searched for relevant studies published between January 1, 1998, and May 1, 2009. STUDY SELECTION: Studies clearly documenting a comparison of LHR with OHR for benign and malignant neoplasms were selected. DATA EXTRACTION: Operative and postoperative measures, resection margins, complications, and survival outcomes were evaluated. Weighted mean differences, relative risks, and hazard ratios (HRs) were calculated using a random-effects model. RESULTS: Twenty-six studies were included in the meta-analysis. The HR of death for malignant tumors was significantly lower in the LHR group compared with the OHR group (HR, 0.64; P = .04). The HR of recurrence for malignant tumors was not significantly different between the 2 groups (HR, 0.79; P = .37). The LHR group had a lower operative blood loss (weighted mean difference, -161 mL; P < .001) and relative risk of total postoperative complications (relative risk, 0.40; P < .001). Duration of hospital stay, days of intravenous narcotic use, and days until oral intake were all significantly lower in the LHR group compared with the OHR group. Operative time between LHR and OHR was not significantly different. CONCLUSIONS: Laparoscopic hepatic resection for malignant tumors is associated with a long-term survival that is at least comparable, if not superior, to OHR with no difference in disease recurrence. The use of LHR for benign and malignant tumors is a safe alternative to OHR with potential operative and postoperative benefits.",cancer
"Alpha-fetoprotein secretion in a craniopharyngioma. Are craniopharyngiomas part of the germ cell tumor family? A 14-months-old girl was admitted to our hospital because of excessive irritability and abnormal eye movements over the last two months. Brain CT and MRI revealed a suprasellar cystic and partially solid mass with calcifications. The laboratory investigation revealed increased serum levels of AFP. These findings were suggestive for a brain germ cell tumor. Therefore, systemic chemotherapy was started. After two courses there was a reduction in the levels of AFP but the tumor size remained unchanged. Subtotal tumor excision was performed that revealed the presence of a craniopharyngioma. One month later there was enlargement of the cystic part of the tumor, while serum AFP was elevated. The child received again systemic chemotherapy and placement of a reservoir into the cystic part of the tumor. Analysis of the intracystic flouid revealed the presence of beta-HCG and AFP. Following that the patient received brachytherapy with intracavity yttrium placement. Three months later repeated MRI showed a decrease in the size of the cystic part, while the solid part remained unchanged. Thus, the solid part was treated by radiosurgery. One year later the patient was stable but with complete loss of vision. These observations support the theory of a germ cell tumor family, in which craniopharyngioma and germ cell tumor present the two sides of the same entity, while between them a wide variety of tumors, with variable type of secretion of AFP and/or beta-HCG, may exist.",cancer
"An update on tumors of the anal canal. CONTEXT: The anal canal possesses complex anatomy and histology and gives rise to a variety of tumor types. Challenging issues remain with regard to both the pathologic diagnosis and the clinical management of these tumors. OBJECTIVES: To provide an updated overview of the histogenesis, clinical and pathologic characteristics, diagnostic terminology, and relevant clinical management of the various types of anal canal tumors. DATA SOURCES: Recent literature on clinical and pathologic characteristics of anal canal tumors. CONCLUSIONS: Although most anal canal tumors are of squamous lineage, a complex variety of other tumors also occurs. Recognition of such diverse tumor entities will allow accurate pathologic diagnosis and most optimal clinical management.",cancer
"Metformin use and mortality among patients with diabetes and atherothrombosis. BACKGROUND: Metformin is recommended in type 2 diabetes mellitus because it reduced mortality among overweight participants in the United Kingdom Prospective Diabetes Study when used mainly as a means of primary prevention. However, metformin is often not considered in patients with cardiovascular conditions because of concerns about its safety. METHODS: We assessed whether metformin use was associated with a difference in mortality among patients with atherothrombosis. The study sample comprised 19 691 patients having diabetes with established atherothrombosis participating in the Reduction of Atherothrombosis for Continued Health (REACH) Registry between December 1, 2003, and December 31, 2004, treated with or without metformin. Multivariable adjustment and propensity score were used to account for baseline differences. The main outcome measure was 2-year mortality. RESULTS: The mortality rates were 6.3% (95% confidence interval [CI], 5.2%-7.4%) with metformin and 9.8% 8.4%-11.2%) without metformin; the adjusted hazard ratio (HR) was 0.76 (0.65-0.89; P < .001). Association with lower mortality was consistent among subgroups, noticeably in patients with a history of congestive heart failure (HR, 0.69; 95% CI, 0.54-0.90; P = .006), patients older than 65 years (0.77; 0.62-0.95; P = .02), and patients with an estimated creatinine clearance of 30 to 60 mL/min/1.73 m(2) (0.64; 95% CI, 0.48-0.86; P = .003) (to convert creatinine clearance to mL/s/m(2), multiply by 0.0167). CONCLUSIONS: Metformin use may decrease mortality among patients with diabetes when used as a means of secondary prevention, including subsets of patients in whom metformin use is not now recommended. Metformin use should be tested prospectively in this population to confirm its effect on survival.",nocancer
"Is perioperative chemotherapy useful for solitary, metachronous, colorectal liver metastases? BACKGROUND: Chemotherapy is increasingly used in colorectal liver metastases (CRLMs) even when they are initially resectable. The aim of our study was to address the still pending question of whether perioperative chemotherapy is really beneficial in patients developing solitary metastases at a distance from surgery of the primary. METHODS: We analyzed a multicentric cohort of 1471 patients resected for solitary, metachronous, primarily resectable CRLMs without extrahepatic disease in the LiverMetSurvey International Registry over a 15-year period. Patients who received at least 3 cycles of oxaliplatin- or irinotecan-based chemotherapy before liver surgery (group CS, n = 169) were compared with those who were resected upfront (group S, n = 1302). RESULTS: Patients of group CS were more frequently females (49% vs 36%, P = 0.001) and had larger metastases (>/=5 cm, 33% vs 23%, P = 0.007); no difference was observed with regard to age, site of the primary tumour, time delay to occurrence of metastases, and carcinoembryonic antigen (CEA) levels at the time of diagnosis in the 2 groups. The rate of postoperative complications was significantly higher in group CS (37.2% vs 24% in group S, P = 0.006). At univariate analysis, preoperative chemotherapy did not impact the overall survival (OS) (60% at 5 years in both groups); however, postoperative chemotherapy was associated with better OS (65% vs 55% at 5 years, P < 0.01). At multivariate analysis, age 70 years or older (P = 0.05), lymph node positivity in the primary tumor (P = 0.02), a primary-to-metastases time delay of less than 12 months (P = 0.04), raised CEA levels of more than 5 ng/mL at diagnosis (P < 0.01), a tumor diameter of 5 cm or more (P < 0.01), noncurative liver resection (P < 0.01), and the absence of postoperative chemotherapy (P < 0.01) were independent prognostic factors of survival. The disease-free survival (DFS) was negatively influenced by CEA level of more than 5 ng/mL (P < 0.01), size of the metastases 5 cm or more (P = 0.05), and the absence of postoperative chemotherapy (P < 0.01). When patients with metastases of less than 5 cm in size were compared to those with metastases of size 5 cm or more, preoperative chemotherapy did not influence the OS or DFS in either group. Postoperative chemotherapy, on the other hand, improved OS and DFS in patients with metastases of size 5 cm or more but not in patients with metastases of less than 5 cm in size. CONCLUSIONS: Although preoperative chemotherapy does not seem to benefit the outcome of patients with solitary, metachronous CRLM, postoperative chemotherapy is associated with better OS and DFS, mainly when the tumor diameter exceeds 5 cm.",cancer
"The development of 'Quality of Life Instrument for Indian Diabetes patients (QOLID): a validation and reliability study in middle and higher income groups. PURPOSE: To develop a reliable and valid quality of life questionnaire for Indian patients with diabetes. METHODS: A draft of 75 questions was prepared on the basis of expert opinion, focus group discussions, review of existing literature and detailed semi-structured interviews of patients with diabetes with the intention of including all aspects of diabetes-specific and quality of life considered relevant by patients and care providers to enable constrict validity. A Stage 2 questionnaire was then prepared with 13 domains and 54 items (questions) after expert panel review for obvious irrelevance and duplication of issues. It was administered to 150 participants visiting a diabetes center at New Delhi. Factor analysis was done using principal component method with varimax rotation. Reliability analysis was done by calculating Cronbach's Alpha. For evaluating concordant validity the questionnaire was co-administered with DQL-CTQ to 30 participants. The discriminant validity of the questionnaire was tested using 't' test for metabolic control, co-morbidities, insulin use and gender. RESULTS: Using principal component method 8 domains were identified on the basis of an apriori hypothesis and the scree plot. These 8 domains explained 49.9% of the total variation. 34 items (questions) were selected to represent these domains on the basis of extraction communality, factor loading, inter-item and item-total correlations. The final questionnaire has an Overall Cronbach's Alpha value of 0.894 (subscale- 0.55 to 0.85) showing high internal consistency. The questionnaire showed good concordance (product moment correlation 0.724; p = 0.001; subscale correlation - 0.457 to 0.779) with the DQL-CTQ. The overall standardized questionnaire score showed good responsiveness to metabolic control and co-morbidities establishing discriminant validity. CONCLUSION: The final version of questionnaire with 8 domains and 34 items is a reliable and valid tool for assessment of quality of life of Indian patients with diabetes.",nocancer
"Necessity of bilateral bone marrow biopsies for ancillary cytogenetic studies in the pediatric population. The need for bilateral pediatric bone marrow biopsies for cytogenetic and fluorescent in situ hybridization (FISH) studies has not been clearly delineated. We retrospectively identified 166 pediatric bilateral bone marrow biopsy specimens obtained from patients with a variety of clinical diagnoses, including solid tumors, lymphoma, leukemia, and other hematologic conditions. The cases included all pediatric bilateral bone marrow biopsies performed at our hospital spanning the years of 1992 to 2008. Agreement of FISH and classical cytogenetic results between the 2 sides was assessed. Of a total of 166 bilateral cases, 2 cases showed disagreement (1.2%), both from patients with solid tumors. One case was a rhabdomyosarcoma, in which FISH only was performed; the second was a neuroblastoma in which FISH and cytogenetics were performed (both FISH and classical cytogenetic results disagreed). The remainder of the cases showed complete agreement between the 2 sides (total 98.8%). We conclude that it is usually not necessary to perform bilateral bone marrow biopsies for FISH and cytogenetics in the pediatric population outside of the setting of solid tumor staging.",cancer
"Gaucher-like cells in retroperitoneal extramedullary hematopoietic tumor diagnosed by fine needle aspiration: a case report. BACKGROUND: Extramedullary hematopoiesis (EMH) can present as a diffuse lesion or as a solitary mass. EMH is most commonly seen in patients with hematologic disorders and rarely in asymptomatic patients. The liver, spleen and lymph nodes are the most common EMH sites. However, EMH has also been seen at unusual sites, including adrenal glands, breast, thymus, thyroid, kidney, epididymis, lung, pleura, peripheral nerves and dura mater. The diagnosis of this lesion on fine needle aspiration (FNA) smears has rarely been described. CASE: A 20-year-old man with Cooley's anemia presented with a retroperitoneal tumor for the past 3 months that was clinically diagnosed as malignant. Ultrasonographically guided FNA cytology showed bone marrow cells composed of myelocytes, lymphocytes, erythroblasts and megakaryocytes, which were consistent with an extramedullary hematopoietic tumor. Histologic sections of the excised tumor confirmed the FNA diagnosis. Interestingly, Gaucher-like cells were frequently seen in the smears. CONCLUSION: The FNA findings of EMH can be confused with those of inflammatory pseudotumor, Hodgkin lymphoma, myeloproliferative disorders and granulocytic sarcoma. Clinical history can be helpful for interpreting FNA findings in an EMH diagnosis.",cancer
"Inside the black box: measuring addiction treatment services and their relation to outcomes. The adoption of performance-based management has been under consideration by addiction treatment funding agencies, and, recently, many state and county agencies have developed performance-based measurement/management systems in an attempt to improve their treatment system. This article describes one such effort in Los Angeles County, California. The Performance-Based Pilot Project linked treatment encounters (counseling sessions, drug testing, case management, and methadone dosing) with client outcomes (abstinence or reduced drug use at discharge) and longer lengths of stay in treatment. Eleven outpatient counseling programs and three narcotic treatment programs participated in the nine-month project. Results indicated that for both outpatient counseling and narcotic treatment programs, more sessions attended in the first 30 days was associated with better client outcomes and longer lengths of stay. Furthermore, in outpatient counseling programs, more group sessions during the first 30 days predicted abstinence or greater reductions in primary drug use; in narcotic treatment programs, more doses received during the first 30 days was correlated to longer treatment retention. This research implies that increasing the availability of counseling sessions for a client's first 30 days and engaging clients early is a promising area for program efforts to improve treatment outcomes and program performance.",nocancer
"A prospective crossover pilot study to evaluate the use of a topical wound gel in patients with cutaneous toxicity caused by epidermal growth factor receptor inhibitors. One of the dose-limiting toxicities of epidermal growth factor receptor inhibitors (EGFRIs) is a papulopustular rash that is often pruritic and painful. Secondary skin infection can occur from scratching to relieve the pruritus. Studies suggest that this rash might be a surrogate marker for efficacy; therefore, effective rash management is needed to allow patients to use EGFRIs without unnecessary dose modifications. In this single-center, prospective, crossover study, we evaluated the use of a topical gel (Regenecare Wound Gel) for relieving the pruritus and pain of EGFRI-induced rash among oncology patients. The secondary end points were patient satisfaction, adverse effects, and EGFRI dose modifications. At the occurrence of grade 2 skin rash, patients started applying the study gel to the right side of their face; after 1 week, they began applying it to both sides of their face for up to an additional 5 weeks. Each week, providers performed a facial evaluation and patients rated their symptoms and satisfaction on questionnaires. Of the 20 patients enrolled, 13 were evaluable. Reduction in itch at the end of week 1 was greater on the right (treated) side in 69% of patients greater on the left (untreated) side in 8%, and the same in 23% (P = 0.01). The pattern was similar for pain, but the differences were not significant. On average, patients rated the gel as being moderately to extremely effective for alleviating symptoms, improving rash appearance, and promoting healing and found it easy to apply. No adverse effects were documented. Four patients (31%) required EGFRI dose modifications because of rash. Taken together, these findings suggest that the topical wound gel is effective in relieving rash-associated itching in patients receiving EGFRIs and is associated with high patient satisfaction.",cancer
"Modified surface coatings and their effect on drug adsorption within the extracorporeal life support circuit. A recently completed study quantified the percent of fentanyl or morphine sulfate lost to uncoated polyvinylchloride (PVC) tubing or to one of two hollow fiber oxygenators within the extracorporeal life support (ECLS) circuit. The results demonstrated the majority of drug loss was due to adsorption by the PVC tubing. The purpose of this study was to determine if a tubing coating process affects fentanyl or morphine Sulfate adsorption. The goal was to quantify fentanyl or morphine sulfate lost due to adhesion within surface modified tubing. The following surface modifications were studied: 1) Maquet Safeline (synthetic immobilized albumin); 2) Maquet Softline (a heparin free biopassive polymer); 3) Maquet Bioline (recombinant human albumin + heparin) (Maquet Cardiopulmonary AG, Hirrlingen, Germany); 4) Terumo X Coating (poly2methoxylacrylate)) (Terumo Cardiovascular Systems Corporation, Ann Arbor, MI); 5) Medtronic Carmeda (covalently bonded heparin); and 6) Medtronic Trillium (covalently bonded heparin) (Medtronic, Minneapolis, MN). A total of 36 individual circuits were built from the above six available modified surface coatings, for a total of six individual circuits of each coating type. Blood samples were drawn at 5 minutes, 120 minutes, and 360 minutes followed by High-Performance Liquid Chromatography to determine available circulating levels of either fentanyl or morphine sulfate. Fentanyl concentrations decreased to an average final available concentration of 35% (+/- 5%) within the 18 circuits. Morphine sulfate however, decreased to a final available concentration of 57% (+ 1%) in all Maquet tubing and the Medtronic Trillium tubing, while it decreased to a final concentration of 35% (+ 1%) in the Medtronic Carmeda coated tubing and in the Terumo X Coating tubing. Biocompatible ECLS circuit surface coatings affected drug-adsorption and availability. Further evaluation is necessary to understand the adsorptive loss of other drugs administered to our patients while on modified surface coated ECLS circuits.",nocancer
"What really matters in pain management for terminally ill cancer patients in Taiwan. The paradox of patients who are in pain yet satisfied with their pain management has been documented repeatedly. Pain relief constitutes only one part of patient satisfaction with pain management. The quality of cancer pain management in Taiwan has not been evaluated from the patient's perspective. A cross-sectional design was used to survey 1,370 terminally ill cancer patients in Taiwan to characterize the status of, and satisfaction with cancer pain management by investigating the relative importance of pain intensity, pain relief experiences, and clinicians' pain management practices. Cancer patients with pain had unsatisfactory pain relief within one week of admission (47.4 percent) and inadequate pain medication (23.6 percent). However, these patients perceived that clinicians adequately informed them about pain treatment. Patient satisfaction with pain management was primarily determined by examining the perceptions that medication dose was just right, responses to requests for pain medication were prompt, and understandable and consistent information about pain treatment was offered. In conclusion, Taiwanese cancer patients' satisfaction with pain management was influenced more by perceived pain management practices than by pain relief itself.",cancer
"Mapping dental establishments in Massachusetts just before the recession. Bureau data indicate a continuing national increase in the number and size of dental establishments in the time just prior to the recent recession. During this same period in Massachusetts, there were marked increases in the number of individuals employed in dental facilities, and there was a combination of a minor increase of the population and limited proportional increase in the numbers of dentists and dental establishments. This resulted in small changes in population-to-dental facility ratios in most counties in the state. The usual favorable expectations of an economic upswing after a recession for dental establishments may need to be tempered given the increased overhead costs resulting from increased numbers of employees and the fact that the state has the highest dentist-to-population ratio in the country.",nocancer
"Donor outcomes after living donor liver transplantation (LDLT). Liver transplantation is an accepted management for end stage liver disease, early-stage hepatocellular carcinoma, and acute liver failure. The number of patients with end stage liver disease is growing rapidly. Living Donor Liver Transplantation (LDLT) has become an important alternative to cadaveric organ transplant for patients with end stage liver disease. On average, about one in three potential donors eventually donate part of their liver The overall reported donor mortality was 0.2% and median morbidity of l6%. Understanding donor outcomes is important as it enables the transplant team to fully inform the potential donor In addition, this information will help the transplant team improve their post operative management and plan for long-term follow-up after liver donation.",nocancer
